,alpha,beta,m_connections,index_cases,graph,rmse
1092,0.76,0.96,100,3,barabasi_albert_graph_100,171.73100611578116
997,0.78,0.92,100,3,barabasi_albert_graph_100,171.74869834911524
809,0.8200000000000001,0.8200000000000001,100,3,barabasi_albert_graph_100,171.77142683497473
1094,0.76,0.9400000000000001,100,3,barabasi_albert_graph_100,171.78192794712362
3958,0.2,0.02,100,3,barabasi_albert_graph_100,171.786450616411
617,0.86,0.76,100,3,barabasi_albert_graph_100,171.79849556070937
1093,0.76,0.9500000000000001,100,3,barabasi_albert_graph_100,171.8234559075099
808,0.8200000000000001,0.8300000000000001,100,3,barabasi_albert_graph_100,171.83509536762273
999,0.78,0.9,100,3,barabasi_albert_graph_100,171.87484265727065
134,0.96,0.64,100,3,barabasi_albert_graph_100,171.90867432358468
231,0.9400000000000001,0.66,100,3,barabasi_albert_graph_100,171.91583361096744
713,0.84,0.79,100,3,barabasi_albert_graph_100,171.93672807616895
903,0.8,0.87,100,3,barabasi_albert_graph_100,171.95650165532695
714,0.84,0.78,100,3,barabasi_albert_graph_100,171.95833574086845
1188,0.74,0.99,100,3,barabasi_albert_graph_100,172.03309162886254
425,0.9,0.7000000000000001,100,3,barabasi_albert_graph_100,172.06593101304108
328,0.92,0.68,100,3,barabasi_albert_graph_100,172.07482719400346
904,0.8,0.86,100,3,barabasi_albert_graph_100,172.11539063171455
905,0.8,0.85,100,3,barabasi_albert_graph_100,172.15341994860282
1189,0.74,0.98,100,3,barabasi_albert_graph_100,172.15701688150403
38,0.98,0.61,100,3,barabasi_albert_graph_100,172.16240096981775
1482,0.7000000000000001,0.03,100,3,barabasi_albert_graph_100,172.17953510127825
1383,0.72,0.03,100,3,barabasi_albert_graph_100,172.2018940305022
135,0.96,0.63,100,3,barabasi_albert_graph_100,172.22083318987683
1095,0.76,0.93,100,3,barabasi_albert_graph_100,172.2407081338832
232,0.9400000000000001,0.65,100,3,barabasi_albert_graph_100,172.26040216441547
907,0.8,0.8300000000000001,100,3,barabasi_albert_graph_100,172.2770800416942
810,0.8200000000000001,0.81,100,3,barabasi_albert_graph_100,172.2915462902255
715,0.84,0.77,100,3,barabasi_albert_graph_100,172.29993972944166
1190,0.74,0.97,100,3,barabasi_albert_graph_100,172.3128862541359
136,0.96,0.62,100,3,barabasi_albert_graph_100,172.31618969432103
618,0.86,0.75,100,3,barabasi_albert_graph_100,172.31991714875517
811,0.8200000000000001,0.8,100,3,barabasi_albert_graph_100,172.32694775651578
1185,0.76,0.03,100,3,barabasi_albert_graph_100,172.32710398898593
1191,0.74,0.96,100,3,barabasi_albert_graph_100,172.33417893955112
426,0.9,0.6900000000000001,100,3,barabasi_albert_graph_100,172.33502702138512
522,0.88,0.72,100,3,barabasi_albert_graph_100,172.3397583487116
39,0.98,0.6,100,3,barabasi_albert_graph_100,172.3483502855593
906,0.8,0.84,100,3,barabasi_albert_graph_100,172.4369449972946
1002,0.78,0.87,100,3,barabasi_albert_graph_100,172.4501934784917
908,0.8,0.8200000000000001,100,3,barabasi_albert_graph_100,172.45037190226864
1284,0.74,0.03,100,3,barabasi_albert_graph_100,172.45293672366205
1192,0.74,0.9500000000000001,100,3,barabasi_albert_graph_100,172.50424743934678
1096,0.76,0.92,100,3,barabasi_albert_graph_100,172.52560568038766
812,0.8200000000000001,0.79,100,3,barabasi_albert_graph_100,172.54448701711684
716,0.84,0.76,100,3,barabasi_albert_graph_100,172.5612711696698
1001,0.78,0.88,100,3,barabasi_albert_graph_100,172.60570897056323
233,0.9400000000000001,0.64,100,3,barabasi_albert_graph_100,172.63988753828232
619,0.86,0.74,100,3,barabasi_albert_graph_100,172.67630900707744
1000,0.78,0.89,100,3,barabasi_albert_graph_100,172.70653187950407
1287,0.72,0.99,100,3,barabasi_albert_graph_100,172.71343540451846
523,0.88,0.71,100,3,barabasi_albert_graph_100,172.7295574011582
909,0.8,0.81,100,3,barabasi_albert_graph_100,172.75197872628306
813,0.8200000000000001,0.78,100,3,barabasi_albert_graph_100,172.78267808479484
137,0.96,0.61,100,3,barabasi_albert_graph_100,172.8042467426877
329,0.92,0.67,100,3,barabasi_albert_graph_100,172.82852773775514
40,0.98,0.59,100,3,barabasi_albert_graph_100,172.86871408005644
330,0.92,0.66,100,3,barabasi_albert_graph_100,172.87536639930025
1004,0.78,0.85,100,3,barabasi_albert_graph_100,172.88553349632147
1288,0.72,0.98,100,3,barabasi_albert_graph_100,172.88726873979962
234,0.9400000000000001,0.63,100,3,barabasi_albert_graph_100,172.89022751223035
620,0.86,0.73,100,3,barabasi_albert_graph_100,172.93764994711466
1005,0.78,0.84,100,3,barabasi_albert_graph_100,172.94932561524845
1003,0.78,0.86,100,3,barabasi_albert_graph_100,172.95379551954153
427,0.9,0.68,100,3,barabasi_albert_graph_100,173.00953730936337
1097,0.76,0.91,100,3,barabasi_albert_graph_100,173.0258540040943
331,0.92,0.65,100,3,barabasi_albert_graph_100,173.0471478661679
1006,0.78,0.8300000000000001,100,3,barabasi_albert_graph_100,173.06012739018684
1100,0.76,0.88,100,3,barabasi_albert_graph_100,173.06635010440806
1098,0.76,0.9,100,3,barabasi_albert_graph_100,173.083328086614
910,0.8,0.8,100,3,barabasi_albert_graph_100,173.12083374603728
235,0.9400000000000001,0.62,100,3,barabasi_albert_graph_100,173.1232553369464
987,0.8,0.03,100,3,barabasi_albert_graph_100,173.1298312294518
1193,0.74,0.9400000000000001,100,3,barabasi_albert_graph_100,173.1677266076492
1099,0.76,0.89,100,3,barabasi_albert_graph_100,173.1729682227481
524,0.88,0.7000000000000001,100,3,barabasi_albert_graph_100,173.1980413817129
1289,0.72,0.97,100,3,barabasi_albert_graph_100,173.25852182393623
332,0.92,0.64,100,3,barabasi_albert_graph_100,173.26844446163255
1102,0.76,0.86,100,3,barabasi_albert_graph_100,173.29823115968875
429,0.9,0.66,100,3,barabasi_albert_graph_100,173.32284238468884
717,0.84,0.75,100,3,barabasi_albert_graph_100,173.34028339123554
3561,0.28,0.03,100,3,barabasi_albert_graph_100,173.34931385899574
621,0.86,0.72,100,3,barabasi_albert_graph_100,173.35703486868232
1101,0.76,0.87,100,3,barabasi_albert_graph_100,173.37737852619466
428,0.9,0.67,100,3,barabasi_albert_graph_100,173.39195261248207
1007,0.78,0.8200000000000001,100,3,barabasi_albert_graph_100,173.40390821609353
138,0.96,0.6,100,3,barabasi_albert_graph_100,173.4116711536674
814,0.8200000000000001,0.77,100,3,barabasi_albert_graph_100,173.42098622006063
1195,0.74,0.92,100,3,barabasi_albert_graph_100,173.44260855262314
525,0.88,0.6900000000000001,100,3,barabasi_albert_graph_100,173.4693943300396
333,0.92,0.63,100,3,barabasi_albert_graph_100,173.54008625807913
41,0.98,0.58,100,3,barabasi_albert_graph_100,173.54017490970875
430,0.9,0.65,100,3,barabasi_albert_graph_100,173.54533878898798
1290,0.72,0.96,100,3,barabasi_albert_graph_100,173.56160511250974
622,0.86,0.71,100,3,barabasi_albert_graph_100,173.59202835295264
911,0.8,0.79,100,3,barabasi_albert_graph_100,173.594066718883
1292,0.72,0.9400000000000001,100,3,barabasi_albert_graph_100,173.63347780708827
1198,0.74,0.89,100,3,barabasi_albert_graph_100,173.6351169727882
1194,0.74,0.93,100,3,barabasi_albert_graph_100,173.64145198124163
1291,0.72,0.9500000000000001,100,3,barabasi_albert_graph_100,173.6457490232518
526,0.88,0.68,100,3,barabasi_albert_graph_100,173.67631254279192
718,0.84,0.74,100,3,barabasi_albert_graph_100,173.68359826907175
1293,0.72,0.93,100,3,barabasi_albert_graph_100,173.69491379117318
1103,0.76,0.85,100,3,barabasi_albert_graph_100,173.71727694070128
1196,0.74,0.91,100,3,barabasi_albert_graph_100,173.72670845546241
236,0.9400000000000001,0.61,100,3,barabasi_albert_graph_100,173.74771719585047
1008,0.78,0.81,100,3,barabasi_albert_graph_100,173.76562464334626
815,0.8200000000000001,0.76,100,3,barabasi_albert_graph_100,173.84378487153788
1294,0.72,0.92,100,3,barabasi_albert_graph_100,173.8459751530736
527,0.88,0.67,100,3,barabasi_albert_graph_100,173.8681640253283
431,0.9,0.64,100,3,barabasi_albert_graph_100,173.93471365827068
1387,0.7000000000000001,0.98,100,3,barabasi_albert_graph_100,173.993965412597
237,0.9400000000000001,0.6,100,3,barabasi_albert_graph_100,174.00229883538896
42,0.98,0.5700000000000001,100,3,barabasi_albert_graph_100,174.02961728483945
1386,0.7000000000000001,0.99,100,3,barabasi_albert_graph_100,174.03836889075308
1197,0.74,0.9,100,3,barabasi_albert_graph_100,174.04740733489828
719,0.84,0.73,100,3,barabasi_albert_graph_100,174.05704193210295
195,0.96,0.03,100,3,barabasi_albert_graph_100,174.0652176628059
1009,0.78,0.8,100,3,barabasi_albert_graph_100,174.0774584443992
1388,0.7000000000000001,0.97,100,3,barabasi_albert_graph_100,174.0908251017709
139,0.96,0.59,100,3,barabasi_albert_graph_100,174.13982003860266
529,0.88,0.65,100,3,barabasi_albert_graph_100,174.14805813975116
1199,0.74,0.88,100,3,barabasi_albert_graph_100,174.15631793570705
334,0.92,0.62,100,3,barabasi_albert_graph_100,174.16879522684087
623,0.86,0.7000000000000001,100,3,barabasi_albert_graph_100,174.18264066115287
816,0.8200000000000001,0.75,100,3,barabasi_albert_graph_100,174.19175993935312
1295,0.72,0.91,100,3,barabasi_albert_graph_100,174.19694866178605
528,0.88,0.66,100,3,barabasi_albert_graph_100,174.2034619456403
1390,0.7000000000000001,0.9500000000000001,100,3,barabasi_albert_graph_100,174.22602472738592
913,0.8,0.77,100,3,barabasi_albert_graph_100,174.26606536690252
1485,0.68,0.99,100,3,barabasi_albert_graph_100,174.2889510598376
720,0.84,0.72,100,3,barabasi_albert_graph_100,174.29729244554017
432,0.9,0.63,100,3,barabasi_albert_graph_100,174.31384163231382
1105,0.76,0.8300000000000001,100,3,barabasi_albert_graph_100,174.32207150956134
1389,0.7000000000000001,0.96,100,3,barabasi_albert_graph_100,174.32602083011457
912,0.8,0.78,100,3,barabasi_albert_graph_100,174.33301465872722
1104,0.76,0.84,100,3,barabasi_albert_graph_100,174.3389713261981
888,0.8200000000000001,0.03,100,3,barabasi_albert_graph_100,174.36570763771184
393,0.92,0.03,100,3,barabasi_albert_graph_100,174.38061818906365
43,0.98,0.56,100,3,barabasi_albert_graph_100,174.41336840082838
721,0.84,0.71,100,3,barabasi_albert_graph_100,174.44657546741263
1200,0.74,0.87,100,3,barabasi_albert_graph_100,174.46271367125544
624,0.86,0.6900000000000001,100,3,barabasi_albert_graph_100,174.46527095451052
818,0.8200000000000001,0.73,100,3,barabasi_albert_graph_100,174.4755438008874
1392,0.7000000000000001,0.93,100,3,barabasi_albert_graph_100,174.5012673526823
335,0.92,0.61,100,3,barabasi_albert_graph_100,174.5410024563327
1010,0.78,0.79,100,3,barabasi_albert_graph_100,174.5608115330498
1486,0.68,0.98,100,3,barabasi_albert_graph_100,174.5837246798135
1296,0.72,0.9,100,3,barabasi_albert_graph_100,174.60401352334813
1201,0.74,0.86,100,3,barabasi_albert_graph_100,174.61570992853464
1391,0.7000000000000001,0.9400000000000001,100,3,barabasi_albert_graph_100,174.62161290146102
140,0.96,0.58,100,3,barabasi_albert_graph_100,174.63738255200514
492,0.9,0.03,100,3,barabasi_albert_graph_100,174.63903431848306
690,0.86,0.03,100,3,barabasi_albert_graph_100,174.6433728840224
1298,0.72,0.88,100,3,barabasi_albert_graph_100,174.67127367187155
1011,0.78,0.78,100,3,barabasi_albert_graph_100,174.6762940192735
1106,0.76,0.8200000000000001,100,3,barabasi_albert_graph_100,174.7017898723862
530,0.88,0.64,100,3,barabasi_albert_graph_100,174.71308347820303
1202,0.74,0.85,100,3,barabasi_albert_graph_100,174.7262254103655
1487,0.68,0.97,100,3,barabasi_albert_graph_100,174.7370992266778
294,0.9400000000000001,0.03,100,3,barabasi_albert_graph_100,174.7616838836424
433,0.9,0.62,100,3,barabasi_albert_graph_100,174.76192597139334
817,0.8200000000000001,0.74,100,3,barabasi_albert_graph_100,174.76379663816135
627,0.86,0.66,100,3,barabasi_albert_graph_100,174.80452819341687
625,0.86,0.68,100,3,barabasi_albert_graph_100,174.8183452791893
626,0.86,0.67,100,3,barabasi_albert_graph_100,174.8607577914056
722,0.84,0.7000000000000001,100,3,barabasi_albert_graph_100,174.87861724416388
1393,0.7000000000000001,0.92,100,3,barabasi_albert_graph_100,174.89192267050132
914,0.8,0.76,100,3,barabasi_albert_graph_100,174.89212059482225
1297,0.72,0.89,100,3,barabasi_albert_graph_100,174.90938313221594
1488,0.68,0.96,100,3,barabasi_albert_graph_100,174.9303157963633
1107,0.76,0.81,100,3,barabasi_albert_graph_100,174.94704693354853
724,0.84,0.68,100,3,barabasi_albert_graph_100,174.99149429878892
591,0.88,0.03,100,3,barabasi_albert_graph_100,175.0140873450785
238,0.9400000000000001,0.59,100,3,barabasi_albert_graph_100,175.0421267976545
1108,0.76,0.8,100,3,barabasi_albert_graph_100,175.05355224572324
239,0.9400000000000001,0.58,100,3,barabasi_albert_graph_100,175.09871940839983
916,0.8,0.74,100,3,barabasi_albert_graph_100,175.1002130649321
1299,0.72,0.87,100,3,barabasi_albert_graph_100,175.109877593382
1203,0.74,0.84,100,3,barabasi_albert_graph_100,175.1319722161196
44,0.98,0.55,100,3,barabasi_albert_graph_100,175.16423063030788
1585,0.66,0.98,100,3,barabasi_albert_graph_100,175.1808955161668
819,0.8200000000000001,0.72,100,3,barabasi_albert_graph_100,175.19066536425174
915,0.8,0.75,100,3,barabasi_albert_graph_100,175.20486909285984
723,0.84,0.6900000000000001,100,3,barabasi_albert_graph_100,175.24854877046442
1584,0.66,0.99,100,3,barabasi_albert_graph_100,175.2501069899816
531,0.88,0.63,100,3,barabasi_albert_graph_100,175.25587886551216
336,0.92,0.6,100,3,barabasi_albert_graph_100,175.25723950810135
1586,0.66,0.97,100,3,barabasi_albert_graph_100,175.2603557787451
1012,0.78,0.77,100,3,barabasi_albert_graph_100,175.26204556430525
1394,0.7000000000000001,0.91,100,3,barabasi_albert_graph_100,175.27148172960798
1205,0.74,0.8200000000000001,100,3,barabasi_albert_graph_100,175.29261250834276
1395,0.7000000000000001,0.9,100,3,barabasi_albert_graph_100,175.31751415426461
822,0.8200000000000001,0.6900000000000001,100,3,barabasi_albert_graph_100,175.3241832456927
1204,0.74,0.8300000000000001,100,3,barabasi_albert_graph_100,175.3290532771934
628,0.86,0.65,100,3,barabasi_albert_graph_100,175.33778389593743
434,0.9,0.61,100,3,barabasi_albert_graph_100,175.36298618316502
141,0.96,0.5700000000000001,100,3,barabasi_albert_graph_100,175.37599169081972
1013,0.78,0.76,100,3,barabasi_albert_graph_100,175.39300924582966
1489,0.68,0.9500000000000001,100,3,barabasi_albert_graph_100,175.39371096522774
1300,0.72,0.86,100,3,barabasi_albert_graph_100,175.42166781347603
725,0.84,0.67,100,3,barabasi_albert_graph_100,175.43225736185727
1396,0.7000000000000001,0.89,100,3,barabasi_albert_graph_100,175.44830490006933
96,0.98,0.03,100,3,barabasi_albert_graph_100,175.4509135824692
1491,0.68,0.93,100,3,barabasi_albert_graph_100,175.4599888644351
142,0.96,0.56,100,3,barabasi_albert_graph_100,175.47222002356955
1301,0.72,0.85,100,3,barabasi_albert_graph_100,175.47285566982455
45,0.98,0.54,100,3,barabasi_albert_graph_100,175.4862037093164
1111,0.76,0.77,100,3,barabasi_albert_graph_100,175.4894254977731
1302,0.72,0.84,100,3,barabasi_albert_graph_100,175.49089391234477
726,0.84,0.66,100,3,barabasi_albert_graph_100,175.52280149927486
1490,0.68,0.9400000000000001,100,3,barabasi_albert_graph_100,175.52369991191853
1014,0.78,0.75,100,3,barabasi_albert_graph_100,175.59724459026202
820,0.8200000000000001,0.71,100,3,barabasi_albert_graph_100,175.60217275684
821,0.8200000000000001,0.7000000000000001,100,3,barabasi_albert_graph_100,175.65107457684397
917,0.8,0.73,100,3,barabasi_albert_graph_100,175.66543813125605
919,0.8,0.71,100,3,barabasi_albert_graph_100,175.6721159082804
1109,0.76,0.79,100,3,barabasi_albert_graph_100,175.71414723482437
1206,0.74,0.81,100,3,barabasi_albert_graph_100,175.72793657329416
918,0.8,0.72,100,3,barabasi_albert_graph_100,175.82086600593493
1112,0.76,0.76,100,3,barabasi_albert_graph_100,175.82600665255586
1492,0.68,0.92,100,3,barabasi_albert_graph_100,175.86723576432482
1017,0.78,0.72,100,3,barabasi_albert_graph_100,175.87010066436054
1110,0.76,0.78,100,3,barabasi_albert_graph_100,175.90897996057288
532,0.88,0.62,100,3,barabasi_albert_graph_100,175.90954843546507
1397,0.7000000000000001,0.88,100,3,barabasi_albert_graph_100,175.96754508453233
337,0.92,0.59,100,3,barabasi_albert_graph_100,175.99624121860364
1016,0.78,0.73,100,3,barabasi_albert_graph_100,176.03351953534303
1015,0.78,0.74,100,3,barabasi_albert_graph_100,176.04675952275161
1208,0.74,0.79,100,3,barabasi_albert_graph_100,176.0542093089075
920,0.8,0.7000000000000001,100,3,barabasi_albert_graph_100,176.05665609072028
143,0.96,0.55,100,3,barabasi_albert_graph_100,176.07928721066367
1493,0.68,0.91,100,3,barabasi_albert_graph_100,176.09558156340506
46,0.98,0.53,100,3,barabasi_albert_graph_100,176.10807433548823
435,0.9,0.6,100,3,barabasi_albert_graph_100,176.15694488372927
823,0.8200000000000001,0.68,100,3,barabasi_albert_graph_100,176.15928107168327
1303,0.72,0.8300000000000001,100,3,barabasi_albert_graph_100,176.16554714245348
1207,0.74,0.8,100,3,barabasi_albert_graph_100,176.16672609949754
240,0.9400000000000001,0.5700000000000001,100,3,barabasi_albert_graph_100,176.1766377596862
1587,0.66,0.96,100,3,barabasi_albert_graph_100,176.1922027437432
629,0.86,0.64,100,3,barabasi_albert_graph_100,176.20798462655955
789,0.84,0.03,100,3,barabasi_albert_graph_100,176.21874518292927
727,0.84,0.65,100,3,barabasi_albert_graph_100,176.24849153746186
1398,0.7000000000000001,0.87,100,3,barabasi_albert_graph_100,176.26952701430318
1113,0.76,0.75,100,3,barabasi_albert_graph_100,176.27413091763984
1683,0.64,0.99,100,3,barabasi_albert_graph_100,176.29088723776087
1305,0.72,0.81,100,3,barabasi_albert_graph_100,176.3108705580092
3660,0.26,0.03,100,3,barabasi_albert_graph_100,176.3452034199705
144,0.96,0.54,100,3,barabasi_albert_graph_100,176.36422103572613
1209,0.74,0.78,100,3,barabasi_albert_graph_100,176.38890598290516
630,0.86,0.63,100,3,barabasi_albert_graph_100,176.39075939515652
1211,0.74,0.76,100,3,barabasi_albert_graph_100,176.41572405062902
1589,0.66,0.9400000000000001,100,3,barabasi_albert_graph_100,176.42457529842824
1114,0.76,0.74,100,3,barabasi_albert_graph_100,176.42581792574813
1402,0.7000000000000001,0.8300000000000001,100,3,barabasi_albert_graph_100,176.4371537708802
1588,0.66,0.9500000000000001,100,3,barabasi_albert_graph_100,176.43957344349673
338,0.92,0.58,100,3,barabasi_albert_graph_100,176.46291830994278
824,0.8200000000000001,0.67,100,3,barabasi_albert_graph_100,176.47634402378128
1304,0.72,0.8200000000000001,100,3,barabasi_albert_graph_100,176.47932979857399
728,0.84,0.64,100,3,barabasi_albert_graph_100,176.48316546432324
1684,0.64,0.98,100,3,barabasi_albert_graph_100,176.49292860098913
921,0.8,0.6900000000000001,100,3,barabasi_albert_graph_100,176.51548199694946
1494,0.68,0.9,100,3,barabasi_albert_graph_100,176.51672398431216
241,0.9400000000000001,0.56,100,3,barabasi_albert_graph_100,176.52626738512055
1018,0.78,0.71,100,3,barabasi_albert_graph_100,176.54692119834712
1306,0.72,0.8,100,3,barabasi_albert_graph_100,176.55927311550906
1307,0.72,0.79,100,3,barabasi_albert_graph_100,176.59712951757214
1399,0.7000000000000001,0.86,100,3,barabasi_albert_graph_100,176.60390273586387
533,0.88,0.61,100,3,barabasi_albert_graph_100,176.6064290144353
339,0.92,0.5700000000000001,100,3,barabasi_albert_graph_100,176.61618533723606
1210,0.74,0.77,100,3,barabasi_albert_graph_100,176.625135418316
242,0.9400000000000001,0.55,100,3,barabasi_albert_graph_100,176.63336647940037
1115,0.76,0.73,100,3,barabasi_albert_graph_100,176.65823153544466
631,0.86,0.62,100,3,barabasi_albert_graph_100,176.68698963900061
1401,0.7000000000000001,0.84,100,3,barabasi_albert_graph_100,176.71511188698824
1403,0.7000000000000001,0.8200000000000001,100,3,barabasi_albert_graph_100,176.7195518328405
436,0.9,0.59,100,3,barabasi_albert_graph_100,176.74825643792403
1685,0.64,0.97,100,3,barabasi_albert_graph_100,176.7682098116061
